battery_current_A,battery_voltage_V,state_of_charge_percent,ambient_temperature_C,battery_temperature_C,coolant_inlet_temperature_C,coolant_flow_rate_kg_s,coolant_pressure_Pa,nanoparticle_concentration_percent,reynolds_number,heat_transfer_coefficient_W_m2K,microchannel_width_mm,microchannel_height_mm,discharge_rate_C,max_battery_temperature_C,temperature_rise_C,thermal_risk_score,thermal_risk_label,hotspot_risk_score
14.869,4.113,40.3,43.24,55.0,39.45,0.01107,94685.1,1.269,8000.0,20738.49,0.572,0.31,3.01,63.36,20.13,100.0,CRITICAL,73.43
8.646,4.066,86.28,28.99,37.11,27.84,0.02233,92186.9,2.376,8000.0,20836.14,0.321,0.653,1.917,32.91,3.92,0.0,NORMAL,0.0
4.766,3.724,52.22,24.66,28.41,24.62,0.03305,187135.9,1.621,8000.0,20631.73,0.929,0.691,0.562,25.08,0.42,0.0,NORMAL,0.0
14.353,3.343,10.75,35.24,47.5,39.79,0.00647,83684.8,0.614,7956.4,20478.82,0.923,0.699,4.765,61.32,26.07,100.0,CRITICAL,84.35
3.965,3.298,92.25,21.26,24.62,19.61,0.02195,113900.2,0.931,8000.0,20559.79,0.41,0.342,0.601,22.48,1.21,0.0,NORMAL,0.0
1.016,3.912,72.71,28.9,29.72,19.85,0.03973,104690.8,0.794,8000.0,20488.19,0.856,0.33,0.626,30.45,1.55,0.0,NORMAL,0.0
3.298,3.325,71.8,26.98,32.09,23.41,0.0264,133417.2,1.123,8000.0,20601.01,0.444,0.242,0.801,27.22,0.24,0.0,NORMAL,0.0
1.258,3.26,88.89,23.62,25.5,18.41,0.0233,110603.1,1.723,8000.0,20545.33,0.469,0.232,1.29,23.62,0.0,0.0,NORMAL,0.0
1.751,3.648,96.54,26.77,27.6,21.62,0.02072,110008.2,2.54,8000.0,20769.16,0.506,0.485,1.467,29.28,2.51,0.0,NORMAL,0.0
1.962,3.385,78.98,29.23,31.85,18.26,0.02478,187106.5,1.083,8000.0,20636.11,0.775,0.749,1.4,32.62,3.39,0.0,NORMAL,0.51
13.038,4.007,61.29,41.28,54.28,30.24,0.00796,159341.4,3.285,8000.0,20760.49,0.512,0.564,4.235,59.84,18.56,100.0,CRITICAL,82.04
1.129,3.742,26.06,27.79,28.78,24.4,0.02178,115541.6,1.297,8000.0,20700.0,0.393,0.598,1.031,30.22,2.43,0.0,NORMAL,0.0
8.422,4.055,74.56,33.16,40.62,26.25,0.0223,118566.8,1.002,8000.0,20485.75,0.459,0.219,1.933,39.71,6.55,26.59,CAUTION,15.0
8.099,3.589,55.14,37.27,45.97,32.82,0.01319,124312.4,4.463,8000.0,20854.56,0.316,0.4,3.041,45.68,8.4,58.05,HIGH,34.22
9.232,4.122,57.32,37.04,44.64,34.9,0.01798,127516.1,1.183,8000.0,20678.12,0.329,0.69,2.496,45.7,8.66,59.53,HIGH,45.81
3.367,4.177,68.84,23.82,28.71,20.29,0.03732,102541.3,1.517,8000.0,20684.09,0.989,0.504,0.788,24.75,0.93,0.0,NORMAL,0.0
4.256,3.752,78.29,24.09,29.27,22.05,0.0258,121996.0,2.386,8000.0,20695.18,0.544,0.445,1.38,25.47,1.38,0.0,NORMAL,1.99
4.613,3.387,33.46,34.76,39.81,23.0,0.02239,184892.6,4.485,8000.0,20956.89,0.799,0.4,1.844,37.88,3.12,12.65,NORMAL,1.54
11.143,3.253,38.56,34.26,43.39,31.75,0.0121,166339.4,4.159,8000.0,20873.49,0.824,0.25,2.846,44.24,9.97,53.62,HIGH,35.78
8.017,4.118,31.68,28.42,37.25,26.24,0.01222,84611.6,1.136,8000.0,20567.56,0.645,0.25,2.321,34.55,6.13,6.44,NORMAL,13.63
3.712,3.709,77.95,29.7,31.94,23.5,0.03196,177166.8,0.052,8000.0,20526.0,0.903,0.431,0.898,31.4,1.7,0.0,NORMAL,0.0
8.163,3.402,51.77,34.17,41.67,29.66,0.02685,128765.6,1.927,8000.0,20673.09,0.732,0.411,1.519,38.54,4.37,20.85,NORMAL,12.09
6.347,3.575,63.59,31.91,37.52,24.22,0.01513,166940.3,1.879,8000.0,20652.77,0.933,0.424,1.484,34.97,3.06,3.63,NORMAL,6.96
4.257,4.131,57.88,30.78,36.01,22.25,0.01574,127173.8,1.037,8000.0,20572.29,0.72,0.709,2.293,33.88,3.09,0.0,NORMAL,0.0
8.699,4.161,86.31,37.72,45.84,29.52,0.01651,173072.2,2.782,8000.0,20969.93,0.347,0.781,2.895,45.0,7.28,57.03,HIGH,35.98
10.852,3.406,62.4,37.31,46.68,34.38,0.01526,159660.3,4.58,8000.0,21012.94,0.428,0.346,3.618,48.14,10.83,70.86,HIGH,55.35
4.63,3.705,98.21,30.51,34.42,26.39,0.02999,160676.7,0.252,8000.0,20481.41,0.571,0.418,1.675,34.0,3.49,4.43,NORMAL,0.0
7.426,4.006,63.72,34.19,40.37,24.59,0.01679,185801.2,3.807,8000.0,20799.29,0.932,0.344,1.214,39.32,5.13,26.99,CAUTION,11.52
4.585,3.922,55.22,30.6,36.09,22.18,0.0133,179065.7,0.62,8000.0,20553.65,0.928,0.453,1.46,34.47,3.87,0.0,NORMAL,8.73
4.125,3.856,15.58,28.91,33.2,29.28,0.01425,139084.5,4.241,8000.0,20786.24,0.575,0.456,1.916,31.21,2.3,0.0,NORMAL,0.0
1.841,4.029,48.12,22.7,23.45,24.99,0.01894,159397.9,3.814,8000.0,20985.97,0.457,0.775,0.804,23.83,1.13,0.0,NORMAL,0.0
7.585,4.015,40.2,28.0,36.08,28.15,0.0227,125459.7,3.032,8000.0,20748.94,0.526,0.273,2.46,32.13,4.12,0.0,NORMAL,0.0
5.719,3.805,62.4,27.17,33.15,29.88,0.01833,159194.0,4.341,8000.0,20925.81,0.661,0.359,1.675,30.2,3.03,0.0,NORMAL,0.62
1.58,3.691,41.43,21.35,22.4,21.82,0.02905,111990.7,3.566,8000.0,20931.5,0.521,0.308,1.121,22.0,0.0,0.0,NORMAL,0.0
2.648,4.019,37.84,23.61,25.15,21.13,0.03481,148688.1,4.487,8000.0,21071.53,0.348,0.75,0.587,24.18,0.57,0.0,NORMAL,0.0
8.486,3.964,99.91,29.96,37.65,26.47,0.02848,177720.5,2.973,8000.0,20745.09,0.938,0.658,2.355,34.85,4.9,2.72,NORMAL,0.0
7.987,3.396,38.81,26.04,32.45,22.41,0.02401,140598.5,0.946,8000.0,20648.2,0.763,0.536,1.176,28.11,2.07,0.0,NORMAL,0.0
3.846,3.705,86.61,22.31,26.58,24.47,0.02401,161888.3,2.427,8000.0,20903.1,0.886,0.226,0.735,22.55,0.24,0.0,NORMAL,0.0
3.843,3.792,82.86,27.52,31.3,19.19,0.03579,114514.4,1.288,8000.0,20502.29,0.394,0.752,1.283,29.0,1.48,0.0,NORMAL,0.0
4.767,4.166,39.2,23.97,27.3,23.97,0.03526,178344.0,4.632,8000.0,20902.86,0.738,0.557,1.062,23.97,0.0,0.0,NORMAL,0.0
12.531,3.678,44.23,40.45,52.46,36.48,0.0055,136700.1,1.535,7846.1,20292.5,0.621,0.788,3.819,60.99,20.54,100.0,CRITICAL,83.06
11.063,3.473,76.71,34.73,44.69,28.72,0.01349,127617.6,2.958,8000.0,20726.17,0.832,0.615,2.096,43.41,8.68,47.4,CAUTION,45.84
6.27,3.392,44.73,32.98,37.7,27.67,0.02838,83630.1,2.067,8000.0,20662.51,0.905,0.753,1.341,37.65,4.67,16.37,NORMAL,7.47
2.03,4.132,13.73,22.3,23.76,18.44,0.03685,91937.7,0.445,8000.0,20590.79,0.387,0.321,0.575,22.3,0.0,0.0,NORMAL,0.0
7.132,3.75,55.29,32.51,39.23,24.35,0.01761,94922.9,1.109,8000.0,20721.99,0.745,0.767,1.383,38.28,5.76,23.46,NORMAL,20.0
8.009,3.451,57.79,34.95,43.87,27.42,0.01139,138280.7,0.797,8000.0,20680.26,0.622,0.436,2.456,42.52,7.56,45.5,CAUTION,30.6
12.925,3.622,39.95,44.3,55.0,34.49,0.00957,89270.4,2.051,8000.0,20642.37,0.63,0.326,4.156,62.96,18.65,100.0,CRITICAL,78.72
4.414,3.23,14.81,26.72,29.78,22.75,0.03834,154448.4,2.37,8000.0,20722.34,0.583,0.45,0.574,27.02,0.3,0.0,NORMAL,0.0
1.62,3.204,49.41,24.69,27.8,21.89,0.02978,98774.2,1.356,8000.0,20548.56,0.326,0.629,0.751,25.98,1.28,0.0,NORMAL,0.0
8.851,3.543,96.59,25.55,33.01,22.18,0.01366,154709.5,4.445,8000.0,21075.67,0.512,0.497,1.675,29.52,3.97,0.0,NORMAL,7.73
4.113,3.908,93.69,27.58,32.16,19.79,0.02971,141530.4,0.432,8000.0,20577.43,0.902,0.222,1.434,28.93,1.35,0.0,NORMAL,0.0
5.815,3.933,85.1,31.05,37.88,29.29,0.01085,114123.1,2.159,8000.0,20706.28,0.769,0.287,1.943,36.45,5.4,12.27,NORMAL,10.78
12.556,3.205,43.3,37.99,49.77,32.92,0.01022,135708.7,0.293,8000.0,20529.44,0.867,0.558,2.5,55.5,17.51,100.0,CRITICAL,64.56
2.223,3.883,26.5,23.88,25.7,18.96,0.01585,135289.0,3.389,8000.0,20825.79,0.597,0.458,1.168,23.88,0.0,0.0,NORMAL,0.0
1.144,3.959,97.77,22.66,24.37,19.25,0.0361,95854.4,1.758,8000.0,20633.14,0.915,0.352,0.981,23.21,0.55,0.0,NORMAL,0.0
5.784,3.432,87.33,25.09,30.89,24.58,0.01051,135600.3,4.225,8000.0,20900.77,0.761,0.224,1.695,27.17,2.07,0.0,NORMAL,7.43
11.985,3.353,27.58,39.36,49.23,33.31,0.00925,156944.3,3.695,8000.0,20824.91,0.92,0.259,2.734,54.51,15.15,100.0,CRITICAL,87.16
3.792,3.906,48.31,23.78,27.18,24.55,0.02634,163271.6,1.783,8000.0,20718.57,0.628,0.529,1.405,23.78,0.0,0.0,NORMAL,0.0
4.535,3.768,64.18,29.48,34.13,20.6,0.02168,187118.0,4.76,8000.0,20882.8,0.777,0.509,0.609,31.88,2.4,0.0,NORMAL,0.0
7.717,3.597,64.79,27.94,34.31,24.49,0.01687,166731.0,2.89,8000.0,20810.98,0.433,0.455,1.311,32.23,4.3,0.0,NORMAL,5.78
4.258,3.779,68.06,29.9,32.97,23.05,0.0163,144068.4,1.745,8000.0,20533.13,0.553,0.386,0.804,32.97,3.08,0.0,NORMAL,0.0
9.883,4.01,95.53,34.34,41.67,28.95,0.01206,115896.2,1.948,8000.0,20746.97,0.405,0.272,2.702,42.4,8.06,43.0,CAUTION,33.42
7.061,3.293,23.92,34.3,39.5,25.12,0.02476,135993.8,3.464,8000.0,20761.74,0.441,0.632,2.379,40.69,6.39,32.7,CAUTION,20.49
4.685,3.712,90.53,26.6,33.0,23.29,0.0221,197049.5,2.223,8000.0,20676.95,0.585,0.545,1.004,29.7,3.11,0.0,NORMAL,0.0
11.784,3.477,34.89,35.59,45.38,32.36,0.01084,193379.5,3.24,8000.0,20799.88,0.582,0.201,2.572,48.78,13.19,77.96,CRITICAL,63.82
5.115,3.485,59.64,29.71,33.64,25.05,0.0261,168498.4,1.335,8000.0,20598.6,0.895,0.759,1.063,33.15,3.44,0.0,NORMAL,0.78
2.781,3.973,59.83,28.85,32.65,20.07,0.02688,83981.6,1.073,8000.0,20808.27,0.634,0.207,0.896,29.21,0.36,0.0,NORMAL,0.0
8.035,3.85,72.79,29.36,35.67,27.41,0.01985,87748.1,2.99,8000.0,20731.89,0.399,0.749,1.723,32.86,3.5,0.0,NORMAL,0.0
12.707,4.088,41.58,39.35,51.2,37.1,0.01137,197003.2,1.621,8000.0,20647.74,0.969,0.65,4.31,57.45,18.1,100.0,CRITICAL,77.12
6.348,3.566,20.36,34.81,41.75,25.73,0.02596,177243.5,4.217,8000.0,20821.43,0.508,0.593,1.863,40.51,5.7,29.44,CAUTION,5.99
2.348,3.705,86.07,25.24,27.75,23.28,0.02272,138579.2,4.278,8000.0,21075.21,0.452,0.618,1.077,25.88,0.64,0.0,NORMAL,0.0
6.139,3.344,26.24,31.61,35.87,24.82,0.01969,128041.4,1.655,8000.0,20651.61,0.997,0.544,1.432,35.41,3.8,6.41,NORMAL,0.0
2.676,4.053,31.58,26.76,28.65,20.52,0.02114,101959.2,0.421,8000.0,20441.11,0.701,0.787,0.656,27.84,1.08,0.0,NORMAL,0.0
5.366,3.819,17.13,26.74,33.1,27.13,0.01325,142274.1,1.912,8000.0,20813.31,0.436,0.271,2.225,30.31,3.57,0.0,NORMAL,2.73
6.256,4.111,55.85,26.63,32.04,22.77,0.01219,158086.1,0.744,8000.0,20625.02,0.581,0.593,1.445,30.79,4.16,0.0,NORMAL,4.83
2.436,3.832,64.52,27.55,29.93,18.9,0.02922,95425.2,4.569,8000.0,20954.39,0.483,0.38,0.898,28.46,0.91,0.0,NORMAL,0.0
4.526,3.334,56.93,23.3,27.23,24.79,0.02384,136807.7,3.809,8000.0,20879.64,0.588,0.765,0.689,23.3,0.0,0.0,NORMAL,0.0
13.15,3.763,17.61,36.21,49.6,38.45,0.01263,122716.3,1.16,8000.0,20619.53,0.656,0.405,3.324,52.65,16.44,98.97,CRITICAL,77.83
1.33,4.149,85.39,22.94,23.42,18.96,0.01811,186571.2,2.814,8000.0,20867.92,0.721,0.266,0.547,22.94,0.0,0.0,NORMAL,1.62
9.623,3.368,15.59,30.13,37.96,30.81,0.01105,165366.8,1.519,8000.0,20752.91,0.485,0.616,3.427,41.1,10.98,40.17,CAUTION,38.59
8.81,3.528,98.35,28.31,36.75,25.74,0.0181,188364.6,4.123,8000.0,20709.44,0.41,0.768,1.062,32.71,4.4,0.0,NORMAL,0.0
6.353,3.846,43.62,29.64,34.08,28.97,0.02092,122862.0,4.972,8000.0,20947.26,0.672,0.506,1.501,33.9,4.27,0.0,NORMAL,8.08
2.433,3.77,61.32,25.35,26.59,18.95,0.02496,99496.2,3.193,8000.0,20822.42,0.732,0.293,1.348,26.65,1.3,0.0,NORMAL,0.0
2.73,3.383,72.01,25.05,28.86,23.38,0.03632,179661.4,0.876,8000.0,20526.32,0.398,0.329,1.369,26.04,1.0,0.0,NORMAL,0.0
2.531,3.361,57.4,22.77,24.82,24.86,0.02299,130840.9,0.88,8000.0,20517.92,0.661,0.789,0.941,22.77,0.0,0.0,NORMAL,0.0
4.422,3.347,85.76,30.06,34.48,26.77,0.02545,148767.9,2.823,8000.0,20822.25,0.969,0.506,1.576,32.12,2.07,0.0,NORMAL,0.0
10.301,3.736,80.38,41.73,49.84,30.92,0.01116,166591.3,3.342,8000.0,20957.45,0.518,0.295,3.985,53.62,11.88,100.0,CRITICAL,74.23
10.059,4.112,62.21,35.28,45.09,34.36,0.01422,154630.4,4.774,8000.0,20978.16,0.397,0.797,2.292,43.23,7.94,46.78,CAUTION,37.71
1.102,3.702,11.38,22.53,22.8,23.18,0.02861,176315.5,1.486,8000.0,20621.14,0.624,0.498,0.829,22.53,0.0,0.0,NORMAL,0.0
3.644,3.61,67.5,24.62,29.31,23.49,0.02355,101148.0,1.158,8000.0,20516.23,0.613,0.496,1.46,24.77,0.15,0.0,NORMAL,0.0
4.304,3.409,81.03,21.01,24.67,20.51,0.03966,90477.2,3.184,8000.0,20937.54,0.649,0.428,0.544,22.0,0.0,0.0,NORMAL,0.0
13.342,4.086,83.29,35.29,49.0,35.81,0.00852,120468.6,3.023,8000.0,20832.82,0.481,0.502,4.528,50.27,14.97,83.81,CRITICAL,68.31
1.192,4.187,58.98,21.08,23.11,23.44,0.02885,143221.5,2.793,8000.0,20799.31,0.784,0.743,1.323,22.0,0.0,0.0,NORMAL,0.0
1.645,3.91,40.81,23.28,25.11,22.68,0.02965,170647.5,3.519,8000.0,20870.66,0.439,0.721,1.351,23.48,0.2,0.0,NORMAL,0.0
5.032,3.716,42.29,30.56,35.0,24.4,0.01345,174880.9,2.704,8000.0,20850.19,0.867,0.446,2.101,34.38,3.82,3.77,NORMAL,4.36
4.044,4.113,43.0,34.63,38.26,28.66,0.01184,148163.6,0.177,8000.0,20489.76,0.37,0.495,2.344,40.13,5.5,28.37,CAUTION,19.68
3.184,3.725,72.42,29.65,33.83,23.99,0.02017,172762.7,1.379,8000.0,20689.91,1.0,0.438,1.009,31.42,1.77,0.0,NORMAL,0.0
8.69,3.545,73.02,30.31,36.31,22.67,0.0255,148725.0,4.44,8000.0,20919.09,0.427,0.519,1.612,34.05,3.74,0.0,NORMAL,0.0
4.371,3.387,63.47,28.61,31.15,18.07,0.01528,109254.9,3.4,8000.0,20785.55,0.958,0.535,0.796,31.04,2.43,0.0,NORMAL,5.58
4.912,3.338,78.96,27.8,31.85,24.25,0.03724,169757.2,3.527,8000.0,20781.19,0.574,0.282,0.859,29.47,1.67,0.0,NORMAL,0.0
4.633,3.649,53.18,25.02,27.19,19.12,0.01594,151598.5,2.457,8000.0,20664.09,0.582,0.796,1.32,26.59,1.58,0.0,NORMAL,1.1
3.53,3.589,58.09,21.04,23.75,21.18,0.01771,148089.4,2.171,8000.0,20583.21,0.908,0.704,0.543,22.0,0.0,0.0,NORMAL,0.0
12.442,3.407,88.06,44.26,55.0,38.16,0.01014,177098.0,4.033,8000.0,21031.79,0.316,0.425,3.844,60.19,15.93,100.0,CRITICAL,75.11
8.074,3.708,55.04,28.27,36.65,28.59,0.02772,84590.9,4.666,8000.0,21054.94,0.476,0.379,2.087,30.37,2.1,0.0,NORMAL,0.0
8.97,3.929,36.96,37.4,47.71,32.69,0.00863,107828.2,0.69,8000.0,20544.99,0.358,0.342,3.476,49.54,12.14,71.76,HIGH,52.52
1.352,3.816,47.65,22.74,22.49,18.75,0.01827,162306.6,0.669,8000.0,20565.49,0.98,0.354,0.528,22.74,0.0,0.0,NORMAL,0.0
8.734,3.973,32.88,26.64,34.32,27.19,0.02501,106267.4,0.244,8000.0,20531.99,0.736,0.382,1.109,30.7,4.06,0.0,NORMAL,0.0
13.18,4.009,30.21,43.92,55.0,34.57,0.01168,103104.9,1.018,8000.0,20651.19,0.635,0.667,4.333,62.87,18.95,100.0,CRITICAL,79.05
3.263,3.336,64.75,27.66,31.06,20.99,0.0159,194123.7,4.076,8000.0,20987.12,0.572,0.387,0.859,27.82,0.16,0.0,NORMAL,7.3
11.884,4.192,11.47,36.82,49.04,31.59,0.01304,191825.0,2.793,8000.0,20827.83,0.908,0.262,4.418,50.25,13.43,87.72,CRITICAL,78.47
6.406,3.364,37.96,28.26,33.84,29.47,0.01188,136297.1,2.116,8000.0,20625.59,0.316,0.617,1.852,32.9,4.64,0.0,NORMAL,10.03
4.318,3.939,67.69,33.23,36.91,24.26,0.02542,92361.4,2.493,8000.0,20722.15,0.595,0.718,1.292,36.26,3.03,6.51,NORMAL,11.59
4.159,3.769,29.18,29.16,32.44,20.98,0.03659,174227.0,4.371,8000.0,20902.89,0.606,0.367,1.436,31.04,1.88,0.0,NORMAL,0.0
6.144,3.718,99.81,34.52,41.02,25.18,0.0197,174050.0,4.083,8000.0,20629.01,0.358,0.665,2.337,39.43,4.9,28.11,CAUTION,23.69
4.471,4.102,66.5,28.61,34.28,24.59,0.02661,123070.0,3.851,8000.0,20895.74,0.667,0.395,1.707,29.73,1.11,0.0,NORMAL,0.0
11.513,3.99,66.62,35.26,46.53,31.64,0.01308,170823.1,0.983,8000.0,20394.76,0.788,0.462,3.079,45.58,10.32,62.54,HIGH,59.14
14.832,3.257,58.0,35.6,48.76,36.35,0.00615,90684.0,3.352,8000.0,20959.72,0.77,0.435,4.613,58.03,22.43,100.0,CRITICAL,86.31
4.027,3.827,78.97,22.26,25.09,19.2,0.03452,134617.6,1.605,8000.0,20542.48,0.861,0.364,1.061,22.26,0.0,0.0,NORMAL,0.0
12.612,3.695,72.59,40.33,51.47,36.45,0.00861,85853.8,2.352,8000.0,20728.43,0.538,0.234,4.535,58.24,17.91,100.0,CRITICAL,88.05
12.7,3.613,85.38,37.09,47.09,30.79,0.00726,185811.2,0.719,8000.0,20675.06,0.948,0.673,2.036,52.15,15.06,95.96,CRITICAL,57.31
6.022,3.234,33.06,28.31,34.09,28.44,0.02887,121907.6,2.444,8000.0,20667.09,0.992,0.659,1.665,28.54,0.23,0.0,NORMAL,0.0
1.556,4.078,48.45,24.44,25.12,18.35,0.01909,100323.2,4.698,8000.0,20990.69,0.498,0.334,1.182,25.21,0.77,0.0,NORMAL,0.0
4.831,3.527,58.19,27.85,31.69,22.75,0.03453,97445.2,3.354,8000.0,20751.28,0.924,0.607,1.385,30.01,2.16,0.0,NORMAL,0.0
4.06,4.199,41.98,25.25,29.77,22.18,0.01736,92892.7,0.147,8000.0,20494.22,0.686,0.291,0.757,25.74,0.49,0.0,NORMAL,0.0
1.878,4.015,33.6,28.23,29.87,20.7,0.03988,93040.7,4.242,8000.0,20865.87,0.752,0.214,1.035,29.3,1.07,0.0,NORMAL,0.0
12.097,4.003,11.55,37.69,48.89,30.65,0.00977,136861.0,3.321,8000.0,20880.5,0.993,0.465,3.572,52.74,15.05,98.99,CRITICAL,74.74
4.334,3.792,43.46,20.99,25.03,21.22,0.02498,100676.6,2.152,8000.0,20738.71,0.451,0.587,1.407,22.0,0.0,0.0,NORMAL,0.0
8.821,4.03,51.08,32.39,40.56,23.2,0.01611,171524.8,2.182,8000.0,20755.3,0.915,0.37,1.418,39.08,6.69,20.89,NORMAL,19.2
7.194,3.451,82.17,31.61,38.15,22.54,0.01568,141130.5,3.834,8000.0,20887.3,0.712,0.667,2.334,36.36,4.75,13.9,NORMAL,8.91
5.1,3.793,71.71,34.63,37.88,25.92,0.01707,184633.5,1.333,8000.0,20578.03,0.889,0.45,2.482,39.97,5.34,25.66,CAUTION,22.64
4.385,3.783,40.6,24.78,28.92,23.19,0.03594,178914.0,1.956,8000.0,20739.23,0.899,0.63,1.459,24.78,0.0,0.0,NORMAL,0.0
7.143,3.631,76.32,27.06,32.78,23.93,0.02733,168530.1,3.901,8000.0,20913.38,0.363,0.717,1.274,28.18,1.11,0.0,NORMAL,3.78
5.218,3.767,23.92,33.46,39.91,26.93,0.02436,100540.5,4.41,8000.0,20839.7,0.591,0.362,1.069,37.85,4.39,21.72,NORMAL,9.12
4.19,3.956,36.89,26.81,29.58,23.35,0.01454,135380.7,4.208,8000.0,20986.04,0.723,0.385,1.45,28.63,1.81,0.0,NORMAL,0.0
4.415,3.387,39.78,29.25,33.7,21.03,0.02946,190056.5,2.963,8000.0,20852.76,0.327,0.642,0.675,31.12,1.87,0.0,NORMAL,0.0
5.882,4.176,12.46,34.53,39.5,24.54,0.02949,171698.3,4.252,8000.0,21001.82,0.399,0.444,1.069,39.99,5.46,27.55,CAUTION,8.7
3.278,3.669,88.45,29.31,34.87,18.68,0.03418,145327.2,3.559,8000.0,20890.09,0.643,0.676,1.145,32.19,2.88,0.0,NORMAL,0.0
6.849,3.893,48.49,28.11,34.95,26.93,0.01475,145769.8,4.14,8000.0,20840.78,0.625,0.438,1.629,31.87,3.77,0.0,NORMAL,2.96
3.144,4.107,37.49,21.28,26.06,22.11,0.02211,121428.4,1.371,8000.0,20639.14,0.775,0.214,1.229,22.0,0.0,0.0,NORMAL,0.0
4.473,4.169,76.87,23.98,25.45,22.36,0.03656,181603.9,0.33,8000.0,20424.13,0.763,0.344,1.14,24.43,0.45,0.0,NORMAL,0.0
12.898,3.787,57.94,30.81,42.34,31.42,0.01554,188041.2,4.852,8000.0,21035.3,0.928,0.212,2.725,39.75,8.94,34.2,CAUTION,30.67
2.034,4.159,89.62,23.35,24.87,22.44,0.03466,162038.4,3.657,8000.0,20966.57,0.83,0.434,1.224,23.35,0.0,0.0,NORMAL,0.0
14.444,3.776,71.27,40.22,54.85,39.86,0.00607,199925.0,4.32,8000.0,21096.59,0.528,0.757,4.647,62.45,22.24,100.0,CRITICAL,82.74
12.247,3.455,90.5,38.93,50.97,28.6,0.01763,173927.3,3.215,8000.0,20788.78,0.369,0.471,3.761,51.27,12.34,82.29,CRITICAL,54.69
4.641,3.752,74.92,21.69,26.69,19.98,0.02896,178746.3,1.804,8000.0,20535.81,0.596,0.519,1.368,22.0,0.0,0.0,NORMAL,0.0
2.259,3.318,80.26,22.7,25.1,20.99,0.03339,140416.3,2.417,8000.0,20678.18,0.349,0.79,1.225,22.7,0.0,0.0,NORMAL,0.0
2.71,3.926,48.7,22.13,25.7,22.38,0.03157,136406.3,3.511,8000.0,20788.51,0.911,0.247,0.898,22.13,0.0,0.0,NORMAL,0.0
10.649,3.434,19.44,42.31,53.35,30.08,0.01311,123964.4,3.106,8000.0,20760.79,0.793,0.438,4.98,57.47,15.15,100.0,CRITICAL,73.75
8.111,3.615,53.45,25.3,31.78,25.94,0.01485,138686.4,0.125,8000.0,20651.19,0.903,0.235,1.201,27.87,2.57,0.0,NORMAL,0.78
4.378,3.577,58.75,28.14,32.16,19.19,0.02685,151783.9,3.286,8000.0,20845.32,0.33,0.264,0.872,30.85,2.71,0.0,NORMAL,0.0
8.759,3.436,32.58,27.73,36.61,23.69,0.02975,144945.7,2.148,8000.0,20827.72,0.33,0.424,1.307,31.77,4.04,0.0,NORMAL,1.28
1.727,3.92,30.69,29.83,32.0,21.19,0.01583,104416.3,4.008,8000.0,20974.5,0.597,0.637,0.577,30.76,0.93,0.0,NORMAL,0.0
5.483,3.519,43.25,33.7,39.5,22.08,0.02081,132757.6,4.211,8000.0,20986.79,0.796,0.244,2.102,37.17,3.47,17.05,NORMAL,9.85
5.328,4.142,47.78,33.91,39.4,23.85,0.01055,139664.9,3.354,8000.0,20878.1,0.69,0.219,1.372,37.6,3.69,16.5,NORMAL,17.6
4.026,3.207,65.9,28.6,32.44,23.86,0.02081,144894.3,1.99,8000.0,20661.11,0.337,0.544,0.785,31.01,2.41,0.0,NORMAL,0.0
8.177,3.653,36.26,33.63,41.11,28.53,0.01094,86663.6,3.891,8000.0,20932.78,0.6,0.525,2.761,42.13,8.49,40.83,CAUTION,35.46
4.375,3.664,16.22,22.15,26.19,23.63,0.03093,167533.4,4.733,8000.0,21143.74,0.633,0.622,0.867,22.24,0.09,0.0,NORMAL,0.0
6.935,3.785,39.97,28.62,32.42,26.5,0.0199,196192.9,1.003,8000.0,20608.41,0.875,0.219,1.008,32.93,4.31,0.0,NORMAL,0.0
5.797,3.32,30.04,31.3,34.59,28.49,0.01071,102608.3,4.112,8000.0,20940.73,0.747,0.516,2.182,36.6,5.31,11.65,NORMAL,12.51
12.952,4.061,65.65,38.26,51.51,37.58,0.01204,184062.3,0.214,8000.0,20450.25,0.672,0.55,4.388,53.85,15.59,100.0,CRITICAL,77.92
2.651,3.422,43.94,25.76,27.27,18.9,0.0241,104556.4,1.213,8000.0,20597.78,0.782,0.721,0.976,25.76,0.0,0.0,NORMAL,0.0
14.595,3.583,62.51,36.27,48.91,38.21,0.009,86350.9,4.478,8000.0,20913.82,0.708,0.341,4.297,54.65,18.38,100.0,CRITICAL,80.16
2.885,3.765,42.46,21.86,24.68,21.74,0.02479,169360.6,0.313,8000.0,20668.55,0.665,0.559,0.651,22.0,0.0,0.0,NORMAL,0.81
10.777,3.205,61.66,38.49,48.33,29.57,0.01672,183308.3,0.488,8000.0,20536.4,0.997,0.561,2.749,48.54,10.05,75.39,CRITICAL,53.34
4.513,3.823,10.33,20.97,25.45,22.6,0.0217,181300.1,1.125,8000.0,20631.85,0.361,0.241,1.304,22.17,1.2,0.0,NORMAL,0.0
6.72,3.403,63.49,30.78,36.33,23.72,0.02197,90569.8,2.752,8000.0,20905.67,0.904,0.703,2.471,35.45,4.67,4.33,NORMAL,5.71
2.642,3.96,14.52,20.97,23.91,22.51,0.02232,80800.3,2.787,8000.0,20837.71,0.622,0.667,0.835,22.0,0.0,0.0,NORMAL,0.0
14.569,3.488,78.89,37.81,51.3,36.33,0.01376,186451.1,2.28,8000.0,20741.63,0.678,0.684,4.695,53.35,15.53,100.0,CRITICAL,80.69
